original_id,consolidated_id,consolidated_name
ABR977661614245,ABR977661614245,Elftert Bioenergie GbR
ABR954664833729,ABR954664833729,Ellendorff Bioenergie GmbH ＆ Co. KG
ABR990582370038,ABR990582370038,Ellerkamp Green Energy GmbH
ABR936614203912,ABR936614203912,Elsbecker Bernd
ABR975764208538,ABR975764208538,Elzer Biogas GmbH ＆ Co.KG
ABR962462563656,ABR962462563656,Emerald Irish Pork GmbH
ABR957843661311,ABR957843661311,Emminger Landstrom GmbH ＆. Co. KG
ABR970494257306,ABR970494257306,Emscher Lippe Energie GmbH
ABR904774810417,ABR904774810417,Emschergenossenschaft
ABR914952511036,ABR914952511036,Emsflower BioPower GmbH
ABR930505806367,ABR930505806367,Emsflower GmbH
ABR934689619201,ABR934689619201,EnBW Biogas GmbH
ABR924517303181,ABR924517303181,EnBW Contracting GmbH
ABR948508688125,ABR948508688125,EnBW Etzel Speicher GmbH
ABR906686279573,ABR906686279573,EnDie Hahlweg GmbH＆Co.KG
ABR913596533503,ABR913596533503,Enderle Energie und Dienstleistungenen GbR
ABR997756203178,ABR997756203178,Enderle GbR
ABR939460142657,ABR939460142657,EnerGa GbR
ABR998908201547,ABR998908201547,EnerGas Bierbergen GmbH＆Co KG
ABR961615709989,ABR961615709989,Energeihof Langstadt GbR
ABR929297356051,ABR929297356051,Energethik Ingenieurgesellschaft mbH
ABR973714509209,ABR973714509209,Energie Cordes KG
ABR919501524659,ABR919501524659,Energie Dersekow GmbH ＆ Co. KG
ABR946764773685,ABR946764773685,Energie Eschenfelden GmbH
ABR946194506075,ABR946194506075,Energie GbR Friedrich und Gerda Weber
ABR968513444868,ABR968513444868,Energie GbR Schlegel  Riedel/Kregel/Hartmann/Leßmann/Queißer
ABR975713658728,ABR975713658728,Energie GbR Selmaier - Fenk
ABR918051945365,ABR918051945365,Energie GbR Theilenhofen
ABR941120804195,ABR941120804195,Energie GmbH
ABR963384682920,ABR963384682920,Energie Hadermühle
ABR956011749158,ABR956011749158,Energie Handelshaus Benny Klemm
ABR948074330442,ABR948074330442,Energie Hohnhorst GbR
ABR927892093876,ABR927892093876,Energie Kaltenbach
ABR917155418348,ABR917155418348,Energie Kühschwitz GmbH
ABR923717697281,ABR923717697281,Energie Lembeck GbR
ABR925650921232,ABR925650921232,Energie Luderschmid
ABR945755849750,ABR945755849750,Energie Maier GbR
ABR915122909417,ABR915122909417,Energie Meier-Osthoff GbR
ABR932225566279,ABR932225566279,Energie M＆M Borgmann Gbr
ABR902684656583,ABR902684656583,Energie Rapshagen GmbH ＆ Co. KG
ABR984189129083,ABR984189129083,Energie Riedlhütte GmbH
ABR938517021686,ABR938517021686,Energie Rörig
ABR903224873989,ABR903224873989,Energie Samuel Kugler
ABR952128433324,ABR952128433324,Energie Schlieven GmbH
ABR909711747771,ABR909711747771,Energie TG Wechingen GmbH
ABR968375766245,ABR968375766245,Energie Trantow GmbH ＆ Co. KG
ABR947310983503,ABR947310983503,Energie Waldeck-Frankenberg GmbH
ABR913135479019,ABR913135479019,Energie Weibler GbR
ABR990163900043,ABR990163900043,Energie des Nordens GmbH ＆ Co. KG
ABR954809966756,ABR954809966756,Energie und Lohn Grassau GmbH
ABR905763255080,ABR905763255080,Energie und Wasser Potsdam GmbH
ABR918239717388,ABR918239717388,Energie ＆ Milch Lindenhof GmbH
ABR961275204916,ABR961275204916,Energie- u. Dienstleistungsgesellschaft Diera mbH ＆ Co. KG
ABR975498509338,ABR975498509338,Energie- und Agrargenossenschaft Haseltal / Thüringen eG
ABR902406254486,ABR902406254486,Energie- und Agrarsevice Norbert Jugenheimer
ABR974286222251,ABR974286222251,Energie- und Dienstleistungs-GmbH Pretzier
ABR920269052629,ABR920269052629,Energie- und Wasserversorgung Bruchsal GmbH
ABR934156959205,ABR934156959205,Energie- und Wasserversorgung Bünde GmbH
ABR914156828336,ABR914156828336,Energie-Agrar-Service Seidl GmbH
ABR990496052990,ABR990496052990,Energie-Projektgesellschaft Langenhagen mit beschränkter Haftung.
ABR985680125161,ABR985680125161,Energie-Service-Elmlohe GmbH & Co. KG
ABR975778916627,ABR975778916627,EnergieDienstleistungsGesellschaft Rheinhessen-Nahe mbH
ABR907953964956,ABR907953964956,EnergieHof Schmalfeld UG ＆ Co. KG
ABR931305149623,ABR931305149623,EnergieWerke Mühlbachhof GbR
ABR998237746924,ABR931305149623,EnergieWerke Mühlbachhof GbR
ABR979367670587,ABR979367670587,EnergieZukunft Hildesheim GmbH
ABR962511254535,ABR962511254535,Energieanlagen Fuchs GmbH
ABR905992088053,ABR905992088053,Energieanlagen Johann Hochreiter jun.
ABR906036100342,ABR905992088053,Energieanlagen Johann Hochreiter jun.
ABR996518596565,ABR996518596565,Energiebauern Eslarn GmbH ＆ Co. KG
ABR977708281454,ABR977708281454,Energiebetrieb Hartwig Dammeyer
ABR940337225311,ABR940337225311,Energieerzeugung Enzelsberg GmbH＆Co.KG
ABR923846992844,ABR923846992844,Energieerzeugung Haldehof GbR
ABR922660764576,ABR922660764576,Energieerzeugung Johannes und Hans-Jürgen Büche
ABR980309934629,ABR980309934629,Energieerzeugung König-Sohl UG
ABR989250076808,ABR989250076808,Energieerzeugung Müller GbR
ABR924850438359,ABR924850438359,Energieerzeugung Treitinger e.K.
ABR948457444926,ABR948457444926,Energieerzeugung Villmar GmbH ＆ Co. KG
ABR996077316567,ABR996077316567,Energieerzeugung Westerheide GmbH ＆ Co.KG
ABR965494094495,ABR965494094495,Energieerzeugungs-und Dienstleistungs eGbR Kiesdorf
ABR906699092374,ABR906699092374,Energieerzeugungsgesellschaft Kutschka
ABR974600296982,ABR974600296982,Energiefarm Schwörer GbR
ABR985523817956,ABR985523817956,Energiefeld Geel Gmbh ＆ Co. KG
ABR941482372097,ABR941482372097,Energiegenossenschaft Fürth eG
ABR949503830373,ABR949503830373,Energiegenossenschaft Gussenstadt eG
ABR925609577534,ABR925609577534,Energiegenossenschaft Nahwärme Emstal
ABR904643602518,ABR904643602518,Energiegesellschaft Göke
ABR990654210545,ABR990654210545,Energiegesellschaft Osterdoor GmbH ＆ Co. KG
ABR990929512848,ABR990929512848,Energiegewinnung NAWAROS GmbH ＆ Co.KG
ABR919926347895,ABR919926347895,Energiehandel Lünen GmbH
ABR975952876785,ABR975952876785,Energiehof Blankenmühle GmbH ＆ Co. KG
ABR942454084277,ABR942454084277,Energiehof Bruglachner
ABR907624238607,ABR907624238607,Energiehof Eberdingen GmbH ＆ Co. KG
ABR908529984491,ABR908529984491,"Energiehof Gaile, Inh. Reinhold Gaile"
ABR921174123831,ABR921174123831,Energiehof Hansen GmbH ＆ Co. KG
ABR900390097584,ABR900390097584,Energiehof Kaufmann GbR
ABR934595465527,ABR934595465527,Energiehof Kelly
ABR916055910341,ABR916055910341,Energiehof Knoll GbR
ABR908096310754,ABR908096310754,Energiehof Labertal
ABR953043430160,ABR953043430160,Energiehof Mayer
ABR908655698378,ABR908655698378,Energiehof Mezger GmbH ＆ Co.KG
ABR941975000247,ABR941975000247,Energiehof Nürnberger Betriebs GmbH ＆ Co. KG
ABR914804183305,ABR914804183305,Energiehof Schorer GmbH
ABR956388902323,ABR956388902323,Energiehof Schulze
ABR921129654939,ABR921129654939,Energiehof Strange GmbH
ABR975115477286,ABR975115477286,Energiehof Thoma
ABR979216436753,ABR979216436753,Energiehof Toddin- Pätow GmbH
ABR998729139968,ABR998729139968,Energiehot Thanner GmbH ＆ Co. KG
ABR944492164089,ABR944492164089,Energiemanufaktur Knill KG
ABR985808529581,ABR985808529581,Energienutzung Ehmen Upschört GbR
ABR918746053252,ABR918746053252,Energiepark Aßling GmbH
ABR932215208936,ABR932215208936,Energiepark Beiersdorf GmbH
ABR906276963714,ABR906276963714,Energiepark Blankenheim GmbH ＆ Co KG
ABR905478027057,ABR905478027057,Energiepark Hahnennest
ABR970210983694,ABR970210983694,Energiepark March GmbH ＆ Co KG
ABR919156163555,ABR919156163555,Energiepark Morsumkoog GmbH ＆ Co. KG
ABR918239217819,ABR918239217819,Energiepark Süderbrarup I GmbH ＆ Co. KG
ABR994182179848,ABR994182179848,Energiepark Süderbrarup II GmbH ＆ Co. KG
ABR910519982707,ABR910519982707,Energiepark Süderbrarup III GmbH ＆ Co. KG Uwe Jacobsen
ABR943034588741,ABR943034588741,Energiepark Süderbrarup IV GmbH ＆ Co. KG
ABR925907700245,ABR925907700245,Energiepark Süderbrarup V GmbH ＆ Co. KG
ABR966867543268,ABR966867543268,Energieschwein KG
ABR946585823613,ABR946585823613,Energieservice Debstedt GmbH ＆ Co.KG
ABR925045275568,ABR925045275568,Energieservice Westfalen Weser GmbH
ABR906189992771,ABR906189992771,Energietechnik RSW GbR
ABR916831063797,ABR916831063797,Energieversorgung Burghausen GmbH
ABR993949346332,ABR993949346332,Energieversorgung Eisenhalden GbR
ABR997575092892,ABR997575092892,Energieversorgung Krauter
ABR976537315903,ABR976537315903,Energieversorgung Leverkusen GmbH & Co.KG
ABR994818390821,ABR994818390821,Energieversorgung Mittelrhein AG
ABR939341926826,ABR939341926826,Energieversorgung Nordhausen - Biomethan GmbH
ABR972694298363,ABR972694298363,Energieversorgung Nordhausen GmbH
ABR900068875636,ABR900068875636,Energieversorgung Offenbach AG
ABR911858521015,ABR911858521015,Energieversorgung Reiter
ABR983112459419,ABR983112459419,Energieversorgung Trossingen GmbH
ABR924225173564,ABR924225173564,Energiezentrale 4.0 Bersenbrück GmbH
ABR918655802408,ABR918655802408,Energiezentrum Wallerstein GmbH
ABR936282935054,ABR936282935054,Energor GmbH
ABR946383338401,ABR946383338401,Engel GmbH ＆ Co.KG Zarchlin
ABR983393491689,ABR983393491689,Engelhard Energie GbR
ABR969491225944,ABR969491225944,Engelhard GbR
ABR967489883398,ABR967489883398,Engelhardt Biogas KG
ABR994823278671,ABR994823278671,Engelshof Energie GbR
ABR968797035516,ABR968797035516,Enggruber Elektrohandel
ABR910635301802,ABR910635301802,Enggruber Thomas GbR
ABR950425782718,ABR950425782718,Englhard Schweinemast GbR
ABR976526493377,ABR976526493377,Enno Brader Biogas
ABR951337447054,ABR951337447054,Enovos Storage GmbH
ABR936971765818,ABR936971765818,Enrico Beuter
ABR904492922041,ABR904492922041,Enser Biogas GmbH＆Co.KG
ABR973991646611,ABR973991646611,Entrenco GmbH
ABR962168111168,ABR962168111168,Entsorgungs- und Servicebetrieb Bocholt
ABR973252748566,ABR973252748566,Entsorgungs- ＆ Aufbereitungs-Gesellschaft m.b.H. Zobes
ABR988360083881,ABR988360083881,EntsorgungsBetriebe Speyer
ABR910415858229,ABR910415858229,Entsorgungsbetrieb der Stadt Siegen
ABR924090117632,ABR924090117632,Entsorgungsbetriebe Lübeck
ABR942298172666,ABR942298172666,Entsorgungsbetriebe Wesseling
ABR999627720173,ABR999627720173,Entsorgungsbetriebe der Landeshauptstadt Wiesbaden
ABR946246055391,ABR946246055391,Entsorgungsbetriebe der Stadt Heilbronn
ABR907329983482,ABR907329983482,Entsorgungsgesellschaft Saalekreis mbH
ABR910563211037,ABR910563211037,Entsorgungsgesellschaft Steinfurt mbH
ABR989408754275,ABR989408754275,Entsorgungsgesellschaft Westmünsterland mbH
ABR934731822665,ABR934731822665,Entsorgungsverband Saar
ABR949299398095,ABR949299398095,Entsorgungswirtschaft Soest GmbH
ABR961931586462,ABR961931586462,Entsorungs- und Wirtschaftsbetrieb Landau A.ö.R.
ABR932062655006,ABR932062655006,Entwicklungsgesellschaft Markt Bissingen mbH (EMB)
ABR958322856112,ABR958322856112,Entwässerungsbetrieb Stadt Würzburg
ABR956598197625,ABR956598197625,Entwässerungsbetrieb der Stadt Erlangen
ABR944582532675,ABR944582532675,EnviTec Bioenergie Güstrow GmbH
ABR945996298225,ABR945996298225,EnviTec Biogas Betriebs GmbH ＆ Co. KG
ABR940531501327,ABR940531501327,EnviTec Energy GmbH ＆ Co. KG
ABR983221364529,ABR940531501327,EnviTec Energy GmbH ＆ Co. KG
ABR913094456601,ABR940531501327,EnviTec Energy GmbH ＆ Co. KG
ABR965984238286,ABR965984238286,Epping GbR
ABR931293389933,ABR931293389933,Equinor Storage Deutschland GmbH
ABR911452431536,ABR911452431536,Erbengemeinschaft Ziesche Trebelstrom
ABR927394878513,ABR927394878513,Erdgas Südwest GmbH
ABR976883251245,ABR976883251245,Erdgasspeicher Peissen GmbH
ABR972090496585,ABR972090496585,Erdle Biogasstrom GmbH
ABR934099826107,ABR934099826107,Erftverband
ABR900359000181,ABR900359000181,Erhard Gfrörer & Sohn Schotterwerk GmbH & Co. KG
ABR900433820841,ABR900433820841,Erhard und Timo Hofmeyer GbR
ABR916276651542,ABR916276651542,Erich Jacob GmbH
ABR994140668360,ABR994140668360,Erich Megerlein
ABR945362350021,ABR945362350021,Erik Müller Energie
ABR977827150440,ABR977827150440,Erl Biogas GbR
ABR935301344747,ABR935301344747,Erlanger Stadtwerke AG
ABR972780765434,ABR972780765434,Erlmaier GbR
ABR932068002514,ABR932068002514,Erneuerbare Energie Christoph Geil
ABR984801618780,ABR984801618780,Erneuerbare Energie Kraiß GmbH ＆ Co. KG
ABR916082017716,ABR916082017716,Erneuerbare Energie Stark GbR
ABR924393759676,ABR924393759676,Erneuerbare Energien Benny Klemm
ABR991126041964,ABR991126041964,Erneuerbare Energien Betriebsgesellschaft D-R UG ＆ Co. KG
ABR955518271674,ABR955518271674,Erneuerbare Energien Dieckmann eG
ABR929471856407,ABR929471856407,Erneuerbare Energien Edemissen
ABR926059887884,ABR926059887884,Erneuerbare Energien GmbH & Co. KG Dirk Gutt
ABR920206675478,ABR920206675478,Erneuerbare Energien Lang
ABR996235347525,ABR996235347525,Erneuerbare Energien Reiner Graf
ABR911673695243,ABR911673695243,Erneuerbare Energien Schulzendorf Gmbh ＆ Co. KG
ABR962537341257,ABR962537341257,Erneuerbare Energien Stoetze GmbH
ABR994942949056,ABR994942949056,Erneuerbare Energien Thoma GbR
ABR988636338578,ABR988636338578,Ernsthof Energie GbR
ABR958139859351,ABR958139859351,Erste Bioenergie Darchau GmbH ＆ Co. KG
ABR986253306536,ABR986253306536,Erste Bioenergie Fürstenhagen GmbH
ABR981565000936,ABR981565000936,Erste Bioenergie Parmen GmbH
ABR901995899429,ABR901995899429,Erste Bioenergie Vehlow GmbH
ABR975272366454,ABR975272366454,Erste Biogas Bützow Betriebs GmbH ＆ Co. KG
ABR923271561462,ABR923271561462,Erste Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG
ABR999768547820,ABR999768547820,Erste Biogas Ocholt Gmbh＆CoKG
ABR923758108593,ABR923758108593,Erste Biogas Röddelin Steinhoff Betriebs GmbH ＆Co. KG
ABR944698913443,ABR944698913443,Erste UPEG Wind GmbH
ABR999038048354,ABR999038048354,Erste WRB GmbH ＆ Co. KG
ABR945415355874,ABR945415355874,Erste ÖRE Biogas Unternehmergesellschaft (haftungsbeschränkt) ＆ Co. KG
ABR978746678879,ABR978746678879,Erzabtei St. Ottilien
ABR996082754064,ABR996082754064,Erzeuger-Genossenschaft Neumark eG
ABR989663713093,ABR989663713093,Erzgebirgische Agrargesellschaft Forchheim mbH
ABR907206211523,ABR907206211523,Erzgebirgischer Wirtschaftshof Schlettau eG
ABR956695213747,ABR956695213747,Eschenharter Biogas GbR
ABR923329032401,ABR923329032401,Esseling Energie GbR
ABR956205387616,ABR956205387616,Essity Operations Mannheim GmbH
ABR937419909634,ABR937419909634,Esterl GmbH ＆ Co Biogas KG
ABR933554034972,ABR933554034972,Ettenhuber Biogas UG (haftungsbeschränkt) ＆ Co. KG
ABR916175983843,ABR916175983843,Etzel-Kavernenbetriebsgesellschaft mbH ＆ Co. KG
ABR968101503021,ABR968101503021,Eul Müller GbR
ABR989770092227,ABR989770092227,Evang.-Luth. Kirchengemeinde Eschenau
ABR924193575315,ABR924193575315,Even Biogas GmbH
ABR913687379706,ABR913687379706,Ewald Biogas Gbr
ABR930989904009,ABR930989904009,Exeler Bioenergie
ABR992748534254,ABR992748534254,ExxonMobil Production Deutschland GmbH
ABR906785221398,ABR906785221398,E＆T Aichaberg GmbH ＆ Co. BHKW I KG
ABR923747968405,ABR923747968405,E＆T Aichaberg GmbH ＆ Co. BHKW II KG
ABR924524649166,ABR924524649166,E＆T Aichaberg GmbH ＆ Co. BHKW III KG
ABR919962531357,ABR919962531357,E＆T Aichaberg GmbH ＆ Co. BHKW IV KG
ABR941329640662,ABR941329640662,F + S Biogas Gmbh ＆ Co. KG
ABR927552149219,ABR927552149219,F+S Biogasgemeinschaft GmbH ＆ Co. KG
ABR993351659839,ABR993351659839,FA Bioenergie GmbH ＆ Co.KG
ABR966844843701,ABR966844843701,FA-Biogas
ABR989320921397,ABR989320921397,FES GmbH
ABR946648106424,ABR946648106424,FF-Bioenergie GmbH ＆ Co KG
ABR945207027231,ABR945207027231,FFH Bioenergie GmbH ＆ Co KG
ABR961783992770,ABR961783992770,FH Naturgas GmbH ＆ Co. KG
ABR939115446048,ABR939115446048,FHG Besitz GmbH ＆ Co KG
ABR942095159747,ABR942095159747,FLG Fleischerzeugung und Landschaftspflege GmbH
ABR910370239262,ABR910370239262,FORTE Energie GmbH ＆ Co. KG
ABR958100439018,ABR958100439018,FP Franken-Pellets GmbH ＆ Co. KG
ABR987977346433,ABR987977346433,FREIBERGER ABWASSERBESEITIGUNG
ABR958386461918,ABR958386461918,FSB Biogas GmbH ＆ Co. KG
ABR912976697156,ABR912976697156,FWA mbH
ABR928339933960,ABR928339933960,FWR BIOENERGIE GbR
ABR938834374144,ABR938834374144,Fa Bächle ＆ Leber GbR
ABR981415266826,ABR981415266826,Fa. Gärtnerstrom
ABR936841787612,ABR936841787612,Fabel Energie KG
ABR915403806428,ABR915403806428,Fackler-Lehmingen GmbH
ABR907152889371,ABR907152889371,FairEnergie GmbH
ABR913543150234,ABR913543150234,Faller Energie GmbH
ABR985196724292,ABR985196724292,Falter Biogas GbR
ABR917377222044,ABR917377222044,Fangmeier Biogas GmbH ＆ Co KG
ABR930197150397,ABR930197150397,Farnstädter Biogas GmbH ＆ Co. KG
ABR952782153347,ABR952782153347,Farr Biogas GmbH ＆ Co. KG
ABR931362446970,ABR931362446970,Fassnacht Biogas GmbH ＆ Co. KG
ABR985571529726,ABR985571529726,Faulenhofer Biogas GmbH ＆ Co. KG
ABR924889407524,ABR924889407524,FeMa Bioenergie GbR
ABR928690403898,ABR928690403898,Feddersen Biogas GmbH
ABR931032589709,ABR931032589709,Fehling Energie GbR
ABR960309142835,ABR960309142835,Fehrenbach Tobias BHKW
ABR937693091957,ABR937693091957,Fehrenbusch Biogas GmbH ＆ Co. KG
ABR952365192381,ABR952365192381,Fehrensen GmbH
ABR957036260161,ABR957036260161,Fehrmann Biogasanlage GmbH ＆ Co.KG
ABR944504319957,ABR944504319957,Fehrmann GbR
ABR912301283368,ABR912301283368,Feldhaus Energie GbR
ABR970789941767,ABR970789941767,Feldwieser Biogas GmbH ＆ Co.KG
ABR933111070245,ABR933111070245,Felemannshof Biogas UG (haftungsbeschränkt) ＆ Co KG
ABR925490385881,ABR925490385881,Felicitas ＆ Florian Dreßler GmbH ＆ Co. Kg
ABR940753621438,ABR940753621438,Felix Kaiser Energie GmbH ＆ Co. KG
ABR925159311978,ABR925159311978,Felix Ossege KG
ABR946107360596,ABR946107360596,Fenle Marlene und Bernhard Stromerzeuger GbR
ABR973944065513,ABR973944065513,Fernwärme SBH AG
ABR927468649940,ABR927468649940,Fernwärme Teltow
ABR946983035717,ABR946983035717,Fernwärme Ulm GmbH
ABR906283881599,ABR906283881599,Fernwärme Winnenden GmbH ＆ Co. KG
ABR963933983836,ABR963933983836,Fernwärmeversorgung Niederrhein GmbH
ABR922189048249,ABR922189048249,Fernwärmeversorgung Zwönitz GmbH
ABR977676396419,ABR977676396419,Fernwärmeversorgung der Stadt Lößnitz
ABR996913492431,ABR996913492431,Feucht Agrogas GmbH
ABR936233503271,ABR936233503271,Feulner Holzverstromung GmbH ＆ Co. KG
ABR922215586059,ABR922215586059,Fibbe Biogas GmbH ＆ Co.KG
ABR984094157003,ABR984094157003,Fichtelgebirgshof Kauper
ABR921403655553,ABR921403655553,Fickert ＆ Winterling Maschinenbau
ABR999047302515,ABR999047302515,Fiedler Energie GbR
ABR927655316198,ABR927655316198,Fiener Energie GbR
ABR933655704231,ABR933655704231,Fillage-Bioenergie GbR
ABR960712532070,ABR960712532070,Fink Energie GmbH ＆ Co KG
ABR921108047943,ABR921108047943,Finkbeiner KG
ABR990079507497,ABR990079507497,Finsterwalder Umwelttechnik GmbH ＆ Co. KG
ABR990249801936,ABR990249801936,Finteler Biogas GmbH ＆ Co. KG
ABR966055103052,ABR966055103052,Firma AGRIS Naturstrom GmbH & Co. KG Dominik Schlothauer
ABR989611846613,ABR989611846613,Firma Agrar-Energie Illertal GmbH ＆ Co. KG
ABR996191692899,ABR996191692899,Firma Agrarenergie Andelbach GmbH ＆ Co. KG
ABR950262350637,ABR950262350637,Firma Agro Energie Hohenlohe GmbH & Co. KG
ABR942907449790,ABR942907449790,Firma Albrecht Biogas
ABR919895727728,ABR919895727728,Firma Alexander Hemberger Biogas
ABR918714668112,ABR918714668112,Firma Allgäu Hof Müller Energieerzeugung e.K. Michael Müller
ABR908256236504,ABR908256236504,Firma Bioenergie Aichelau GmbH ＆ Co.KG
ABR974141662987,ABR974141662987,Firma Bioenergie Aichhalden GmbH & Co.KG
ABR931953068628,ABR931953068628,Firma Bioenergie Allgäu GmbH ＆ Co.KG
ABR965761659174,ABR965761659174,Firma Bioenergie Erlenhof GmbH & Co. KG
ABR993077177280,ABR993077177280,Firma Bioenergie Gresser GmbH ＆ Co. KG
ABR986769041334,ABR986769041334,Firma Bioenergie Kostanzer GmbH ＆ Co. KG
ABR967849576595,ABR967849576595,Firma Bioenergie Schenk GmbH ＆ Co. KG Herr Schenk
ABR963486405724,ABR963486405724,Firma Bioenergie Schilling GmbH
ABR920453592382,ABR920453592382,Firma Bioenergie Ziesel GbR Georg Ziesel und Walburga Ziesel
ABR988426212057,ABR988426212057,Firma Biogas Balzheim GmbH & Co.KG
ABR997794149230,ABR997794149230,Firma Biogas Ensingen GmbH ＆ Co. KG
ABR997122911898,ABR997122911898,Firma Biogas Prestel GbR
ABR918957901007,ABR918957901007,Firma Biokraft Sachsenheim GmbH ＆ Co. KG
ABR942696702496,ABR942696702496,Firma Deitigsmann Bioenergie GbR
ABR942239949098,ABR942239949098,Firma Dilag GmbH Marco Mohr
ABR904034386638,ABR904034386638,Firma Dreher Energie GmbH & Co.KG.
ABR937211740640,ABR937211740640,Firma EAH Energie aus Holz UG (haftungsbeschränkt)
ABR906230325244,ABR906230325244,Firma Eigenbetrieb Stadtentwässerung Stuttgart c/o Amt für Umweltschutz (36-5.25)
ABR953403824363,ABR953403824363,Firma Energie Vogel GmbH & Co.KG
ABR911734749403,ABR911734749403,Firma Energiehof Kink Markus Kink
ABR967192118657,ABR967192118657,Firma Fritz Energie GbR Thomas Fritz
ABR932402743394,ABR932402743394,Firma GMD Bioenergie GbR  Heiko Mink
ABR952527487591,ABR952527487591,Firma Georg Frey KG Bio-Energie-Hof
ABR906439462559,ABR906439462559,Firma Gälle Biogas GbR
ABR930753372904,ABR930753372904,Firma Hardthof-Energie Klaus Renner
ABR931143003132,ABR931143003132,Firma Heinshof-Energie-GmbH ＆ Co. KG
ABR993295277045,ABR993295277045,Firma Holzenthaler Biogas GbR
ABR957731388948,ABR957731388948,Firma Johannes Hopp Lohn- und Fuhrunternehmen
ABR980965912344,ABR980965912344,Firma Kaufmann Bioenergie GmbH＆Co.KG
ABR926938588802,ABR926938588802,Firma Kleck Energie GbR
ABR999300562977,ABR999300562977,Firma Moll GbR Biogas
ABR921194798286,ABR921194798286,Firma Naturenergie Glemstal GmbH & Co. KG Ulrich Ramsaier
ABR952114373764,ABR952114373764,Firma SMP Bioenergie Hochsträß GmbH ＆ Co. KG
ABR999639218453,ABR999639218453,Firma Schrödel Biogas GmbH & Co. KG
ABR910204112150,ABR910204112150,Firma Sieger Neue Energie
ABR926322921741,ABR926322921741,Firma Stadt Oberndorf  Marc Schenk
ABR918310897749,ABR918310897749,Firma Stefan Schatz
ABR986578457555,ABR986578457555,Firma Tobias Pfau Energieerzeugung
ABR962423239996,ABR962423239996,Firma Winzler Energie Werk Heim
ABR958976960029,ABR958976960029,Fisch Energie GbR
ABR955660411003,ABR955660411003,Fischer Anlagen GbR
ABR939405069100,ABR939405069100,Fischer Automobile GmbH
ABR988196235973,ABR988196235973,Fischer Bioenergie GbR
ABR954551017652,ABR954551017652,Fischer Bioenergie GmbH
ABR965933031845,ABR965933031845,Fischer Biogas GbR
ABR915960922371,ABR915960922371,Fischer Biostrom GbR
ABR968412328993,ABR968412328993,Fischer Energie GbR
ABR906801784357,ABR906801784357,Fischer F+Ch GbR
ABR987123376130,ABR987123376130,Fischhaber Biogas GbR
ABR986023320847,ABR986023320847,Fischl GmbH Energie- und Wärmeerzeugung
ABR989016123593,ABR989016123593,Fitschen Biogas GmbH ＆ Co. KG
ABR919592995123,ABR919592995123,Fleischverarbeitungsbetrieb Zitzmann
ABR949841805217,ABR949841805217,Fliegl Trailer GmbH
ABR996874833137,ABR996874833137,Florian Förster
ABR917906027980,ABR917906027980,"Florian Gebhard, Energie"
ABR915505979921,ABR915505979921,Florian Viering Biogas
ABR960610286556,ABR960610286556,Florian ＆ Georg Mohring eGbR
ABR960715673947,ABR960715673947,Fluhrer Biogas Gbr
ABR927864939522,ABR927864939522,Fläming Farm eG
ABR954517645226,ABR954517645226,Flörs Ludwig und Flörs Felix GbR
ABR931160587561,ABR931160587561,FoMa Bioenergie GmbH
ABR910559205491,ABR910559205491,Foldenauer Energie GbR
ABR912043930858,ABR912043930858,Fontaine Kastanienhof Energie GmbH
ABR930583260662,ABR930583260662,Forner Energie GbR
ABR986198408180,ABR986198408180,Forstbetrieb Alois Probst
ABR938731436969,ABR938731436969,Forstbetrieb Voß
ABR951041858740,ABR951041858740,Forstmair GbR
ABR992446944164,ABR992446944164,Forstner Bioenergie
ABR924556790645,ABR924556790645,Forstservice Voltz GmbH
ABR946402398072,ABR946402398072,Fortwengel Landwirtschaft GmbH ＆Co. KG
ABR934292824412,ABR934292824412,Frahm-Hagemann GmbH ＆ Co. KG
ABR956508046142,ABR956508046142,Frank Bauer e.K.
ABR919743142185,ABR919743142185,Frank Görrissen Biogas KG
ABR998277728928,ABR998277728928,Frank Hobbie GbR
ABR916367228295,ABR916367228295,Frank und Neuhauser GbR Stefan Frank
ABR991887610027,ABR991887610027,Franke Biogas GmbH
ABR987582943348,ABR987582943348,Frankenwald eG Lehesten Agrargenossenschaft
ABR975939222086,ABR975939222086,Franz Böckmann UDR GmbH
ABR946314492943,ABR946314492943,Franz Fusseder Biogas GmbH ＆ Co. KG
ABR954039420257,ABR954039420257,Franz GbR
ABR931700087056,ABR931700087056,Franz Josef und Birgit Huhn GbR
ABR926715988689,ABR926715988689,Franz Strasser Biogas
ABR925467880708,ABR925467880708,Franz und Ingrid Ibele Biogas GbR
ABR961137799383,ABR961137799383,FreWa GmbH ＆ Co. KG
ABR903052016428,ABR903052016428,Freihamer Biogas GbR
ABR931061668833,ABR931061668833,Frener Lohnunternehmen GmbH
ABR997494651088,ABR997494651088,Frenzel ＆ Schmidt Dienstleistungs-GmbH
ABR914646298236,ABR914646298236,Frerichs Biogas GmbH ＆ CO.KG
ABR988265034674,ABR988265034674,Frese Biogas GmbH ＆ Co. KG
ABR935291125050,ABR935291125050,Freudenthaler Biogas GbR
ABR916285138171,ABR916285138171,Fricke GreenEnergy
ABR902980760748,ABR902980760748,Friedberger Biogas GbR
ABR928698237983,ABR928698237983,Friedberger Grünland GmbH
